"path","size_bytes","sha256","language"
"backend/services/inventory-service/node_modules/@eslint/eslintrc/lib/shared/config-validator.js","11919","efe4036785cd29c050e2fc4e3a20537642198cb6fa8035ffcb685b3105234382","js"
"backend/services/inventory-service/node_modules/@eslint/eslintrc/lib/shared/deprecation-warnings.js","2331","56cfb6216378f6eee535752ccc1a7affca311aa123556a4b1bc516625b5c8420","js"
"backend/services/inventory-service/node_modules/@eslint/eslintrc/lib/shared/naming.js","3117","035dc908e0a4565edc4d31ae8dd6ca31ef32ea945f2b96458e54c05a0fdc3460","js"
"backend/services/inventory-service/node_modules/@eslint/eslintrc/lib/shared/relative-module-resolver.js","1420","05d97494e505a8be2a8c34130f67cf05f954654cfd7dec6b49934af7073ecc68","js"
"backend/services/inventory-service/node_modules/@eslint/eslintrc/lib/shared/types.js","7123","875576c27e604c4fef9d84e1c8ef057c71569ce9e2a06dc09636a8f979487285","js"
"backend/services/inventory-service/node_modules/@eslint/js/LICENSE","1094","3b6be04f862a077a4b97929dbf247299360824d9365f8603c263769303ace18c","unknown"
"backend/services/inventory-service/node_modules/@eslint/js/package.json","640","4dce9803bcb2138776cb6f5fc886ac7bd0e2abbdeb31b9226cb998d7a038f7dd","json"
"backend/services/inventory-service/node_modules/@eslint/js/README.md","1479","eb84abb2409ff9fdef232d115f84346f184f674e4ec60050e3877c9baf8fba27","md"
"backend/services/inventory-service/node_modules/@eslint/js/src/index.js","428","6a29583cf9c8cb8e6f50f068b59fb68713e6c9e7b9b0bc97f81c315e531e7f80","js"
"backend/services/inventory-service/node_modules/@eslint/js/src/configs/eslint-all.js","7609","01870913565ce851b659466a9b6fc2d28bec35668733b081aa6ff180ff5dbe76","js"
"backend/services/inventory-service/node_modules/@eslint/js/src/configs/eslint-recommended.js","2645","f492beb65f4ea30b77916584cbd208aebb0e550cf655bfd1dd0b040618fe6934","js"
"backend/services/inventory-service/node_modules/@eslint-community/eslint-utils/index.d.mts","9832","c00b143e0bbd2b2b41747fc8c42490b616e067c1dbd25d33a99319ed0fff6aef","mts"
"backend/services/inventory-service/node_modules/@eslint-community/eslint-utils/index.d.ts","9832","c00b143e0bbd2b2b41747fc8c42490b616e067c1dbd25d33a99319ed0fff6aef","ts"
"backend/services/inventory-service/node_modules/@eslint-community/eslint-utils/index.js","88365","929df894db3d6b7bd58719bbe9fcc99cf4c4a2673283766c45e0abd42903bf7b","js"
"backend/services/inventory-service/node_modules/@eslint-community/eslint-utils/index.js.map","152486","34a46f65cee38c9b9bb8256b37e80f83d8b4c27879d834b96139d6fe071b62f5","map"
"backend/services/inventory-service/node_modules/@eslint-community/eslint-utils/index.mjs","87240","0d4e0db4c692d7227705d465d9a9cbf55f18ff8925ce6091f930bb1d45f8d43c","mjs"
"backend/services/inventory-service/node_modules/@eslint-community/eslint-utils/index.mjs.map","152426","82db34e9714bb3637fd0eac0ef3252a90724d0a3ac802ff3fbcc2ca36ed8bcf1","map"
"backend/services/inventory-service/node_modules/@eslint-community/eslint-utils/LICENSE","1071","fcf6eabf68ca96988a6b506b4fdc6cc32535d80eb2e11c79724af5ac6f50262b","unknown"
"backend/services/inventory-service/node_modules/@eslint-community/eslint-utils/package.json","3064","8bd084d739f6ad91bd4cbe7ff4ec39179da919037d6bc3d9a23897e584632bd9","json"
"backend/services/inventory-service/node_modules/@eslint-community/eslint-utils/README.md","1684","f6031d35a72fafcb0950c02c39481a666e27d80bd36d1a1ca8ebd26aad19264c","md"
"backend/services/inventory-service/node_modules/@eslint-community/regexpp/index.d.ts","37807","aca61784f6440624deb451957e49633daa8e8d6009625f8f30b9b56e67bda265","ts"
"backend/services/inventory-service/node_modules/@eslint-community/regexpp/index.js","109704","8f9526195a26cb0d47a48528e61f0083596d397092296a44fc1c1ac470aba336","js"
"backend/services/inventory-service/node_modules/@eslint-community/regexpp/index.js.map","103754","12faf4cad465f87c4df7b9648e6b7430ad52751997222b49b9949d37b46a33e1","map"
"backend/services/inventory-service/node_modules/@eslint-community/regexpp/index.mjs","109467","48785b8d5347601f1be180d0ff0ea1d87b51cb7886790c3caae8795f4339a1f3","mjs"
"backend/services/inventory-service/node_modules/@eslint-community/regexpp/index.mjs.map","103745","27596035d52e1777443855a42656917913823655a2a7b38aa46b47d9b28b6b30","map"
"backend/services/inventory-service/node_modules/@eslint-community/regexpp/LICENSE","1071","fcf6eabf68ca96988a6b506b4fdc6cc32535d80eb2e11c79724af5ac6f50262b","unknown"
"backend/services/inventory-service/node_modules/@eslint-community/regexpp/package.json","2783","63a3c5c082235b46ac213fe91d4b8869d16b0e90d8047f5fe50aefa2dd11d292","json"
"backend/services/inventory-service/node_modules/@eslint-community/regexpp/README.md","5663","711a373313841ec60eee6bebdf1a5a07a0e290cb25e3fdbbd16fb8165861283e","md"
"backend/services/inventory-service/node_modules/@humanwhocodes/config-array/api.js","31132","b3a25265a34ce3132278f9c24cd4f54536baef3a57a44545ffc87458f003726b","js"
"backend/services/inventory-service/node_modules/@humanwhocodes/config-array/LICENSE","11357","c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4","unknown"
"backend/services/inventory-service/node_modules/@humanwhocodes/config-array/package.json","1527","33a6612bdeb31d48565f9bcb1167564b5f09e7ba0ee9fe5ecce7d02c0fc854c1","json"
"backend/services/inventory-service/node_modules/@humanwhocodes/config-array/README.md","14365","64a7a111044efdcdbe2d788dc5d4ddbf2ad440142746feaa61c4d786eb235d8e","md"
"backend/services/inventory-service/node_modules/@humanwhocodes/module-importer/CHANGELOG.md","530","8cd3187c3cc753990b83073f3463144fb813ee52fc617731e4cd761815776b4a","md"
"backend/services/inventory-service/node_modules/@humanwhocodes/module-importer/LICENSE","11357","c71d239df91726fc519c6eb72d318ec65820627232b2f796219e87dcf35d0ab4","unknown"
"backend/services/inventory-service/node_modules/@humanwhocodes/module-importer/package.json","1490","8c22f2bce041e8f99fb983b622ed64efb8098e75d9b01e9cddc3254f5731045b","json"
"backend/services/inventory-service/node_modules/@humanwhocodes/module-importer/README.md","2092","842d8294b4ce3ed1549ebaa2c87326c2f0d0258eee5fe97a4d6117968c48507c","md"
"backend/services/inventory-service/node_modules/@humanwhocodes/module-importer/dist/module-importer.cjs","854","08cf677938905723b0ae3ce9f8f7e9c1c4ee164b63937527638c5b63d7dd286b","cjs"
"backend/services/inventory-service/node_modules/@humanwhocodes/module-importer/dist/module-importer.d.cts","910","e319eadb58f16c55ede3839e14835da7cf978c7993b51cc6866166e0aa2d7c09","cts"
"backend/services/inventory-service/node_modules/@humanwhocodes/module-importer/dist/module-importer.d.ts","83","39a295cd5a1b06368c951fe64de2a695406e891278ae011a07068439bb0b7993","ts"
"backend/services/inventory-service/node_modules/@humanwhocodes/module-importer/dist/module-importer.js","561","50e52412b4e341025fe999618d30a8f4c776f67ee9124f8287aa3f054d4eae67","js"
"backend/services/inventory-service/node_modules/@humanwhocodes/module-importer/src/module-importer.cjs","2567","2287cda3eb6734a66d1f350631e7e7ce8f8405908b4ea485b9a555a891e3803d","cjs"
"backend/services/inventory-service/node_modules/@humanwhocodes/module-importer/src/module-importer.js","733","cf6fec0ae3361b902b1f00db3abe4321a63c9206ab652a7a48e0f77476426cca","js"
"backend/services/inventory-service/node_modules/@humanwhocodes/object-schema/CHANGELOG.md","1516","f9ac488324e022a96a4cf10037992dcc28c6fa34e7392ea9fe34215cd8c2c0e7","md"
"backend/services/inventory-service/node_modules/@humanwhocodes/object-schema/LICENSE","1515","26f089652abacf7d32b21d716170db4f6f171d8a1753b453221dee0480933c80","unknown"
